driverStandingsId,raceId,driverId,points,position,positionText,wins
64999,860,39,0,24,24,0
64997,860,807,0,22,22,0
64995,860,30,0,20,20,0
64993,860,5,0,18,18,0
64991,860,811,0,16,16,0
64989,860,10,0,14,14,0
64987,860,3,0,12,12,0
64998,860,37,0,23,23,0
64996,860,154,0,21,21,0
64994,860,808,0,19,19,0
64992,860,13,0,17,17,0
64990,860,819,0,15,15,0
64988,860,813,0,13,13,0
64986,860,818,0,11,11,0
64985,860,814,1,10,10,0
64984,860,817,2,9,9,0
64983,860,815,4,8,8,0
64982,860,8,6,7,7,0
64981,860,155,8,6,6,0
64980,860,4,10,5,5,0
64979,860,17,12,4,4,0
64978,860,1,15,3,3,0
64977,860,20,18,2,2,0
64976,860,18,25,1,1,1
64928,861,18,25,3,3,1
64929,861,20,18,6,6,0
64930,861,1,30,2,2,0
64931,861,17,24,4,4,0
64932,861,4,35,1,1,1
64933,861,155,8,9,9,0
64934,861,8,16,7,7,0
64935,861,815,22,5,5,0
64936,861,817,2,12,12,0
64937,861,814,7,10,10,0
64938,861,818,4,11,11,0
64939,861,3,0,15,15,0
64940,861,813,0,16,16,0
64941,861,10,0,17,17,0
64942,861,819,0,18,18,0
64943,861,811,8,8,8,0
64944,861,13,0,19,19,0
64945,861,5,0,21,21,0
64946,861,808,0,20,20,0
64947,861,30,1,14,14,0
64948,861,154,0,24,24,0
64949,861,807,2,13,13,0
64950,861,37,0,23,23,0
64951,861,39,0,22,22,0
64952,862,18,43,2,2,1
64953,862,20,28,5,5,0
64954,862,1,45,1,1,0
64955,862,17,36,4,4,0
64956,862,4,37,3,3,1
64957,862,155,9,10,10,0
64958,862,8,16,8,8,0
64959,862,815,22,7,7,0
64960,862,817,2,15,15,0
64961,862,814,7,12,12,0
64962,862,818,4,13,13,0
64963,862,3,25,6,6,1
64964,862,813,4,14,14,0
64965,862,10,0,19,19,0
64966,862,819,0,20,20,0
64967,862,811,14,9,9,0
64968,862,13,0,18,18,0
64969,862,5,0,22,22,0
64970,862,808,0,21,21,0
64971,862,30,1,17,17,0
64972,862,154,8,11,11,0
64973,862,807,2,16,16,0
64974,862,37,0,23,23,0
64975,862,39,0,24,24,0
65000,863,18,43,4,4,1
65001,863,20,53,1,1,1
65002,863,1,49,2,2,0
65003,863,17,48,3,3,0
65004,863,4,43,5,5,1
65005,863,155,9,12,12,0
65006,863,8,34,7,7,0
65007,863,815,22,9,9,0
65008,863,817,2,15,15,0
65009,863,814,15,10,10,0
65010,863,818,4,13,13,0
65011,863,3,35,6,6,1
65012,863,813,4,14,14,0
65013,863,10,0,19,19,0
65014,863,819,0,20,20,0
65015,863,811,14,11,11,0
65016,863,13,2,17,17,0
65017,863,5,0,22,22,0
65018,863,808,0,21,21,0
65019,863,30,2,18,18,0
65020,863,154,23,8,8,0
65021,863,807,2,16,16,0
65022,863,37,0,23,23,0
65023,863,39,0,24,24,0
65024,864,18,45,6,6,1
65025,864,20,61,1,1,1
65026,864,1,53,3,3,0
65027,864,17,48,5,5,0
65028,864,4,61,2,2,1
65029,864,155,19,11,11,0
65030,864,8,49,4,4,0
65031,864,815,22,10,10,0
65032,864,817,2,16,16,0
65033,864,814,15,12,12,0
65034,864,818,4,14,14,0
65035,864,3,41,7,7,1
65036,864,813,29,9,9,1
65037,864,10,0,19,19,0
65038,864,819,0,20,20,0
65039,864,811,14,13,13,0
65040,864,13,2,17,17,0
65041,864,5,0,22,22,0
65042,864,808,0,21,21,0
65043,864,30,2,18,18,0
65044,864,154,35,8,8,0
65045,864,807,3,15,15,0
65046,864,37,0,23,23,0
65047,864,39,0,24,24,0
65048,865,18,45,7,7,1
65049,865,20,73,2,2,1
65050,865,1,63,4,4,0
65051,865,17,73,3,3,1
65052,865,4,76,1,1,1
65053,865,155,19,12,12,0
65054,865,8,51,6,6,0
65055,865,815,22,10,10,0
65056,865,817,2,17,17,0
65057,865,814,21,11,11,0
65058,865,818,4,16,16,0
65059,865,3,59,5,5,1
65060,865,813,29,9,9,1
65061,865,10,0,20,20,0
65062,865,819,0,21,21,0
65063,865,811,15,13,13,0
65064,865,13,10,14,14,0
65065,865,5,0,19,19,0
65066,865,808,0,23,23,0
65067,865,30,2,18,18,0
65068,865,154,35,8,8,0
65069,865,807,7,15,15,0
65070,865,37,0,24,24,0
65071,865,39,0,22,22,0
65072,866,18,45,8,8,1
65073,866,20,85,3,3,1
65074,866,1,88,1,1,1
65075,866,17,79,4,4,1
65076,866,4,86,2,2,1
65077,866,155,21,11,11,0
65078,866,8,55,6,6,0
65079,866,815,37,9,9,0
65080,866,817,2,17,17,0
65081,866,814,21,12,12,0
65082,866,818,4,16,16,0
65083,866,3,67,5,5,1
65084,866,813,29,10,10,1
65085,866,10,0,20,20,0
65086,866,819,0,21,21,0
65087,866,811,15,13,13,0
65088,866,13,11,14,14,0
65089,866,5,0,19,19,0
65090,866,808,0,23,23,0
65091,866,30,2,18,18,0
65092,866,154,53,7,7,0
65093,866,807,7,15,15,0
65094,866,37,0,24,24,0
65095,866,39,0,22,22,0
65096,867,18,49,8,8,1
65097,867,20,85,4,4,1
65098,867,1,88,3,3,1
65099,867,17,91,2,2,1
65100,867,4,111,1,1,2
65101,867,155,21,12,12,0
65102,867,8,73,6,6,0
65103,867,815,39,9,9,0
65104,867,817,2,18,18,0
65105,867,814,27,11,11,0
65106,867,818,4,17,17,0
65107,867,3,75,5,5,1
65108,867,813,29,10,10,1
65109,867,10,0,21,21,0
65110,867,819,0,22,22,0
65111,867,811,16,15,15,0
65112,867,13,11,16,16,0
65113,867,5,0,19,19,0
65114,867,808,0,20,20,0
65115,867,30,17,13,13,0
65116,867,154,53,7,7,0
65117,867,807,17,14,14,0
65118,867,37,0,24,24,0
65119,867,39,0,23,23,0
65120,868,18,50,8,8,1
65121,868,20,100,3,3,1
65122,868,1,92,4,4,1
65123,868,17,116,2,2,2
65124,868,4,129,1,1,2
65125,868,155,21,14,14,0
65126,868,8,83,5,5,0
65127,868,815,39,9,9,0
65128,868,817,2,18,18,0
65129,868,814,27,11,11,0
65130,868,818,4,17,17,0
65131,868,3,75,6,6,1
65132,868,813,29,10,10,1
65133,868,10,0,21,21,0
65134,868,819,0,22,22,0
65135,868,811,18,15,15,0
65136,868,13,23,13,13,0
65137,868,5,0,19,19,0
65138,868,808,0,20,20,0
65139,868,30,23,12,12,0
65140,868,154,61,7,7,0
65141,868,807,17,16,16,0
65142,868,37,0,24,24,0
65143,868,39,0,23,23,0
65191,869,39,0,23,23,0
65190,869,37,0,24,24,0
65189,869,807,19,15,15,0
65188,869,154,61,8,8,0
65187,869,30,29,12,12,0
65186,869,808,0,20,20,0
65185,869,5,0,19,19,0
65184,869,13,23,14,14,0
65183,869,811,18,16,16,0
65182,869,819,0,22,22,0
65169,869,20,110,3,3,1
65170,869,1,92,5,5,1
65171,869,17,120,2,2,2
65172,869,4,154,1,1,3
65173,869,155,33,10,10,0
65174,869,8,98,4,4,0
65175,869,815,47,9,9,0
65176,869,817,2,18,18,0
65177,869,814,27,13,13,0
65178,869,818,4,17,17,0
65179,869,3,76,6,6,1
65180,869,813,29,11,11,1
65181,869,10,0,21,21,0
65168,869,18,68,7,7,1
65196,870,4,164,1,1,3
65195,870,17,124,2,2,2
65194,870,1,117,4,4,2
65193,870,20,122,3,3,1
65192,870,18,76,7,7,1
65197,870,155,33,10,10,0
65198,870,8,116,5,5,0
65199,870,815,47,9,9,0
65200,870,817,2,18,18,0
65201,870,814,27,13,13,0
65202,870,818,4,17,17,0
65203,870,3,77,6,6,1
65204,870,813,29,11,11,1
65205,870,10,0,21,21,0
65206,870,819,0,22,22,0
65207,870,811,24,15,15,0
65208,870,13,25,14,14,0
65209,870,5,0,19,19,0
65210,870,808,0,20,20,0
65211,870,30,29,12,12,0
65212,870,154,76,8,8,0
65213,870,807,19,16,16,0
65214,870,37,0,24,24,0
65215,870,39,0,23,23,0
65216,871,18,101,6,6,2
65217,871,20,140,2,2,1
65218,871,1,117,5,5,2
65219,871,17,132,3,3,2
65220,871,4,164,1,1,3
65221,871,155,33,12,12,0
65222,871,8,131,4,4,0
65223,871,815,47,9,9,0
65224,871,817,4,18,18,0
65225,871,814,28,15,15,0
65226,871,818,8,17,17,0
65227,871,3,77,7,7,1
65228,871,813,29,14,14,1
65229,871,10,0,21,21,0
65230,871,819,0,22,22,0
65231,871,811,24,16,16,0
65232,871,13,35,11,11,0
65233,871,5,0,20,20,0
65234,871,808,0,19,19,0
65235,871,30,35,10,10,0
65236,871,154,76,8,8,0
65237,871,807,31,13,13,0
65238,871,37,0,24,24,0
65239,871,39,0,23,23,0
65240,872,18,101,6,6,2
65241,872,20,140,4,4,1
65242,872,1,142,2,2,3
65243,872,17,132,5,5,2
65244,872,4,179,1,1,3
65245,872,155,35,12,12,0
65246,872,8,141,3,3,0
65247,872,815,65,9,9,0
65248,872,817,4,18,18,0
65249,872,814,32,13,13,0
65250,872,818,8,17,17,0
65251,872,3,83,7,7,1
65252,872,813,29,15,15,1
65253,872,10,0,22,22,0
65254,872,819,0,23,23,0
65255,872,811,25,16,16,0
65256,872,13,47,10,10,0
65257,872,5,0,19,19,0
65258,872,808,0,20,20,0
65259,872,30,43,11,11,0
65260,872,154,76,8,8,0
65261,872,807,31,14,14,0
65262,872,37,0,25,25,0
65263,872,39,0,24,24,0
65264,872,816,0,21,21,0
65359,873,30,43,12,12,0
65360,873,154,82,8,8,0
65345,873,155,35,13,13,0
65353,873,10,0,19,19,0
65363,873,39,0,24,24,0
65346,873,8,149,3,3,0
65343,873,17,132,5,5,2
65362,873,37,0,25,25,0
65361,873,807,31,14,14,0
65358,873,808,0,21,21,0
65357,873,5,0,20,20,0
65355,873,811,25,16,16,0
65356,873,13,51,10,10,0
65354,873,819,0,23,23,0
65352,873,813,29,15,15,1
65351,873,3,93,7,7,1
65350,873,818,8,17,17,0
65349,873,814,44,11,11,0
65347,873,815,66,9,9,0
65348,873,817,6,18,18,0
65344,873,4,194,1,1,3
65341,873,20,165,2,2,2
65340,873,18,119,6,6,2
65364,873,816,0,22,22,0
65342,873,1,142,4,4,3
65389,874,816,0,22,22,0
65387,874,37,0,25,25,0
65386,874,807,37,14,14,0
65385,874,154,82,8,8,0
65384,874,30,43,13,13,0
65383,874,808,0,21,21,0
65381,874,13,69,9,9,0
65380,874,811,25,16,16,0
65379,874,819,0,23,23,0
65377,874,813,33,15,15,1
65373,874,817,7,18,18,0
65370,874,155,50,11,11,0
65368,874,17,134,5,5,2
65366,874,20,190,2,2,3
65388,874,39,0,24,24,0
65382,874,5,0,20,20,0
65371,874,8,157,3,3,0
65372,874,815,66,10,10,0
65374,874,814,44,12,12,0
65369,874,4,194,1,1,3
65378,874,10,0,19,19,0
65376,874,3,93,7,7,1
65375,874,818,8,17,17,0
65365,874,18,131,6,6,2
65367,874,1,152,4,4,3
65390,875,18,131,6,6,2
65391,875,20,215,1,1,4
65392,875,1,153,4,4,3
65393,875,17,152,5,5,2
65394,875,4,209,2,2,3
65395,875,155,50,11,11,0
65396,875,8,167,3,3,0
65397,875,815,66,10,10,0
65398,875,817,9,18,18,0
65399,875,814,44,13,13,0
65400,875,818,12,17,17,0
65401,875,3,93,7,7,1
65402,875,813,33,15,15,1
65403,875,10,0,19,19,0
65404,875,819,0,23,23,0
65405,875,811,25,16,16,0
65406,875,13,81,9,9,0
65407,875,5,0,20,20,0
65408,875,808,0,21,21,0
65409,875,30,43,14,14,0
65410,875,154,88,8,8,0
65411,875,807,45,12,12,0
65412,875,37,0,25,25,0
65413,875,39,0,24,24,0
65414,875,816,0,22,22,0
65415,876,18,141,6,6,2
65416,876,20,240,1,1,5
65417,876,1,165,5,5,3
65418,876,17,167,4,4,2
65419,876,4,227,2,2,3
65420,876,155,50,11,11,0
65421,876,8,173,3,3,0
65422,876,815,66,10,10,0
65423,876,817,9,18,18,0
65424,876,814,44,13,13,0
65425,876,818,12,17,17,0
65426,876,3,93,7,7,1
65427,876,813,33,15,15,1
65428,876,10,0,19,19,0
65429,876,819,0,23,23,0
65430,876,811,26,16,16,0
65431,876,13,89,9,9,0
65432,876,5,0,20,20,0
65433,876,808,0,21,21,0
65434,876,30,43,14,14,0
65435,876,154,90,8,8,0
65436,876,807,49,12,12,0
65437,876,37,0,25,25,0
65438,876,39,0,24,24,0
65439,876,816,0,22,22,0
65440,877,18,153,6,6,2
65441,877,20,255,1,1,5
65442,877,1,165,5,5,3
65443,877,17,167,4,4,2
65444,877,4,245,2,2,3
65445,877,155,58,11,11,0
65446,877,8,198,3,3,1
65447,877,815,66,10,10,0
65448,877,817,10,18,18,0
65449,877,814,46,13,13,0
65450,877,818,12,17,17,0
65451,877,3,93,8,8,1
65452,877,813,43,14,14,1
65453,877,10,0,19,19,0
65454,877,819,0,23,23,0
65455,877,811,30,16,16,0
65456,877,13,95,7,7,0
65457,877,5,0,20,20,0
65458,877,808,0,21,21,0
65459,877,30,43,15,15,0
65460,877,154,90,9,9,0
65461,877,807,49,12,12,0
65462,877,37,0,25,25,0
65463,877,39,0,24,24,0
65464,877,816,0,22,22,0
65465,878,18,163,6,6,2
65466,878,20,273,1,1,5
65467,878,1,190,4,4,4
65468,878,17,167,5,5,2
65469,878,4,260,2,2,3
65470,878,155,58,11,11,0
65471,878,8,206,3,3,1
65472,878,815,66,10,10,0
65473,878,817,10,18,18,0
65474,878,814,46,13,13,0
65475,878,818,12,17,17,0
65476,878,3,93,9,9,1
65477,878,813,45,14,14,1
65478,878,10,0,19,19,0
65479,878,819,0,23,23,0
65480,878,811,31,16,16,0
65481,878,13,107,7,7,0
65482,878,5,0,20,20,0
65483,878,808,0,21,21,0
65484,878,30,43,15,15,0
65485,878,154,96,8,8,0
65486,878,807,53,12,12,0
65487,878,37,0,25,25,0
65488,878,39,0,24,24,0
65489,878,816,0,22,22,0
65490,879,18,188,5,5,3
65491,879,20,281,1,1,5
65492,879,1,190,4,4,4
65493,879,17,179,6,6,2
65494,879,4,278,2,2,3
65495,879,155,60,12,12,0
65496,879,8,207,3,3,1
65497,879,815,66,10,10,0
65498,879,817,10,18,18,0
65499,879,814,46,14,14,0
65500,879,818,16,17,17,0
65501,879,3,93,9,9,1
65502,879,813,45,15,15,1
65503,879,10,0,20,20,0
65504,879,819,0,21,21,0
65505,879,811,31,16,16,0
65506,879,13,122,7,7,0
65507,879,5,0,22,22,0
65508,879,808,0,19,19,0
65509,879,30,49,13,13,0
65510,879,154,96,8,8,0
65511,879,807,63,11,11,0
65512,879,37,0,25,25,0
65513,879,39,0,24,24,0
65514,879,816,0,23,23,0
65515,880,8,25,1,1,1
65516,880,4,18,2,2,0
65517,880,20,15,3,3,0
65518,880,13,12,4,4,0
65519,880,1,10,5,5,0
65520,880,17,8,6,6,0
65521,880,16,6,7,7,0
65522,880,814,4,8,8,0
65523,880,18,2,9,9,0
65524,880,154,1,10,10,0
65525,880,815,0,11,11,0
65526,880,818,0,12,12,0
65527,880,821,0,13,13,0
65528,880,822,0,14,14,0
65529,880,824,0,15,15,0
65530,880,819,0,16,16,0
65531,880,820,0,17,17,0
65532,880,823,0,18,18,0
65533,880,817,0,19,19,0
65534,880,3,0,20,20,0
65535,880,813,0,21,21,0
65536,880,807,0,22,22,0
65537,881,8,31,2,2,1
65538,881,4,18,6,6,0
65539,881,20,40,1,1,1
65540,881,13,22,5,5,0
65541,881,1,25,4,4,0
65542,881,17,26,3,3,0
65543,881,16,6,9,9,0
65544,881,814,4,10,10,0
65545,881,18,2,13,13,0
65546,881,154,9,8,8,0
65547,881,815,2,12,12,0
65548,881,818,1,14,14,0
65549,881,821,0,16,16,0
65550,881,822,0,15,15,0
65551,881,824,0,17,17,0
65552,881,819,0,18,18,0
65553,881,820,0,20,20,0
65554,881,823,0,19,19,0
65555,881,817,0,21,21,0
65556,881,3,12,7,7,0
65557,881,813,0,22,22,0
65558,881,807,4,11,11,0
65559,882,8,49,2,2,1
65560,882,4,43,3,3,1
65561,882,20,52,1,1,1
65562,882,13,30,5,5,0
65563,882,1,40,4,4,0
65564,882,17,26,6,6,0
65565,882,16,6,12,12,0
65566,882,814,8,10,10,0
65567,882,18,12,8,8,0
65568,882,154,11,9,9,0
65569,882,815,2,14,14,0
65570,882,818,1,15,15,0
65571,882,821,0,17,17,0
65572,882,822,0,16,16,0
65573,882,824,0,18,18,0
65574,882,819,0,19,19,0
65575,882,820,0,22,22,0
65576,882,823,0,21,21,0
65577,882,817,6,11,11,0
65578,882,3,12,7,7,0
65579,882,813,0,20,20,0
65580,882,807,5,13,13,0
65581,883,8,67,2,2,1
65582,883,4,47,4,4,1
65583,883,20,77,1,1,2
65584,883,13,30,6,6,0
65585,883,1,50,3,3,0
65586,883,17,32,5,5,0
65587,883,16,6,12,12,0
65588,883,814,20,8,8,0
65589,883,18,13,10,10,0
65590,883,154,26,7,7,0
65591,883,815,10,11,11,0
65592,883,818,1,15,15,0
65593,883,821,0,18,18,0
65594,883,822,0,16,16,0
65595,883,824,0,19,19,0
65596,883,819,0,20,20,0
65597,883,820,0,22,22,0
65598,883,823,0,21,21,0
65599,883,817,6,13,13,0
65600,883,3,14,9,9,0
65601,883,813,0,17,17,0
65602,883,807,5,14,14,0
65645,884,813,0,18,18,0
65644,884,3,22,9,9,0
65643,884,817,7,12,12,0
65641,884,820,0,22,22,0
65639,884,824,0,19,19,0
65638,884,822,0,17,17,0
65637,884,821,0,16,16,0
65636,884,818,1,15,15,0
65633,884,18,17,10,10,0
65632,884,814,26,8,8,0
65631,884,16,6,13,13,0
65630,884,17,42,6,6,0
65629,884,1,50,4,4,0
65627,884,20,89,1,1,2
65626,884,4,72,3,3,2
65625,884,8,85,2,2,1
65646,884,807,5,14,14,0
65642,884,823,0,21,21,0
65640,884,819,0,20,20,0
65635,884,815,12,11,11,0
65634,884,154,26,7,7,0
65628,884,13,45,5,5,0
65647,885,8,86,2,2,1
65648,885,4,78,3,3,2
65649,885,20,107,1,1,2
65650,885,13,45,7,7,0
65651,885,1,62,4,4,0
65652,885,17,57,5,5,0
65653,885,16,16,11,11,0
65654,885,814,28,8,8,0
65655,885,18,25,10,10,0
65656,885,154,26,9,9,0
65657,885,815,12,12,12,0
65658,885,818,5,15,15,0
65659,885,821,0,16,16,0
65660,885,822,0,17,17,0
65661,885,824,0,19,19,0
65662,885,819,0,20,20,0
65663,885,820,0,21,21,0
65664,885,823,0,22,22,0
65665,885,817,7,13,13,0
65666,885,3,47,6,6,1
65667,885,813,0,18,18,0
65668,885,807,5,14,14,0
65669,886,8,88,3,3,1
65670,886,4,96,2,2,2
65671,886,20,132,1,1,3
65672,886,13,49,7,7,0
65673,886,1,77,4,4,0
65674,886,17,69,5,5,0
65675,886,16,17,11,11,0
65676,886,814,34,8,8,0
65677,886,18,25,10,10,0
65678,886,154,26,9,9,0
65679,886,815,12,13,13,0
65680,886,818,13,12,12,0
65681,886,821,0,16,16,0
65682,886,822,0,17,17,0
65683,886,824,0,19,19,0
65684,886,819,0,20,20,0
65685,886,820,0,21,21,0
65686,886,823,0,22,22,0
65687,886,817,7,14,14,0
65688,886,3,57,6,6,1
65689,886,813,0,18,18,0
65690,886,807,5,15,15,0
65734,887,807,6,15,15,0
65733,887,813,0,16,16,0
65731,887,817,11,14,14,0
65730,887,823,0,22,22,0
65728,887,819,0,20,20,0
65727,887,824,0,19,19,0
65725,887,821,0,18,18,0
65724,887,818,13,12,12,0
65719,887,16,23,11,11,0
65718,887,17,87,5,5,0
65715,887,20,132,1,1,3
65716,887,13,57,7,7,0
65717,887,1,89,4,4,0
65732,887,3,82,6,6,2
65729,887,820,0,21,21,0
65726,887,822,0,17,17,0
65720,887,814,36,8,8,0
65713,887,8,98,3,3,1
65714,887,4,111,2,2,2
65723,887,815,12,13,13,0
65722,887,154,26,9,9,0
65721,887,18,25,10,10,0
65735,888,8,116,3,3,1
65736,888,4,123,2,2,2
65737,888,20,157,1,1,4
65738,888,13,57,7,7,0
65739,888,1,99,4,4,0
65740,888,17,93,5,5,0
65741,888,16,23,11,11,0
65742,888,814,36,9,9,0
65743,888,18,33,10,10,0
65744,888,154,41,8,8,0
