driverStandingsId,raceId,driverId,points,position,positionText,wins
65745,888,815,16,12,12,0
65746,888,818,13,13,13,0
65747,888,821,0,18,18,0
65748,888,822,0,17,17,0
65749,888,824,0,19,19,0
65750,888,819,0,20,20,0
65751,888,820,0,21,21,0
65752,888,823,0,22,22,0
65753,888,817,11,14,14,0
65754,888,3,84,6,6,2
65755,888,813,0,16,16,0
65756,888,807,7,15,15,0
65757,890,8,134,2,2,1
65758,890,4,133,3,3,2
65759,890,20,172,1,1,4
65760,890,13,61,7,7,0
65761,890,1,124,4,4,1
65762,890,17,105,5,5,0
65763,890,16,23,11,11,0
65764,890,814,36,10,10,0
65765,890,18,39,9,9,0
65766,890,154,49,8,8,0
65767,890,815,18,12,12,0
65768,890,818,13,13,13,0
65769,890,821,0,18,18,0
65770,890,822,0,17,17,0
65771,890,824,0,19,19,0
65772,890,819,0,20,20,0
65773,890,820,0,22,22,0
65774,890,823,0,21,21,0
65775,890,817,11,14,14,0
65776,890,3,84,6,6,2
65777,890,813,1,16,16,0
65778,890,807,7,15,15,0
65779,891,8,134,4,4,1
65780,891,4,151,2,2,2
65781,891,20,197,1,1,5
65782,891,13,67,7,7,0
65783,891,1,139,3,3,1
65784,891,17,115,5,5,0
65785,891,16,25,11,11,0
65786,891,814,36,10,10,0
65787,891,18,47,9,9,0
65788,891,154,53,8,8,0
65789,891,815,18,12,12,0
65790,891,818,13,13,13,0
65791,891,821,0,18,18,0
65792,891,822,0,17,17,0
65793,891,824,0,19,19,0
65794,891,819,0,20,20,0
65795,891,820,0,22,22,0
65796,891,823,0,21,21,0
65797,891,817,12,14,14,0
65798,891,3,96,6,6,2
65799,891,813,1,16,16,0
65800,891,807,7,15,15,0
65801,892,8,134,4,4,1
65802,892,4,169,2,2,2
65803,892,20,222,1,1,6
65804,892,13,79,7,7,0
65805,892,1,141,3,3,1
65806,892,17,130,5,5,0
65807,892,16,25,11,11,0
65808,892,814,36,10,10,0
65809,892,18,48,9,9,0
65810,892,154,57,8,8,0
65811,892,815,18,12,12,0
65812,892,818,13,15,15,0
65813,892,821,0,18,18,0
65814,892,822,0,17,17,0
65815,892,824,0,19,19,0
65816,892,819,0,20,20,0
65817,892,820,0,22,22,0
65818,892,823,0,21,21,0
65819,892,817,18,13,13,0
65820,892,3,104,6,6,2
65821,892,813,1,16,16,0
65822,892,807,17,14,14,0
65823,893,8,149,4,4,1
65824,893,4,187,2,2,2
65825,893,20,247,1,1,7
65826,893,13,87,7,7,0
65827,893,1,151,3,3,1
65828,893,17,130,5,5,0
65829,893,16,26,11,11,0
65830,893,814,36,10,10,0
65831,893,18,54,9,9,0
65832,893,154,57,8,8,0
65833,893,815,22,12,12,0
65834,893,818,13,15,15,0
65835,893,821,0,17,17,0
65836,893,822,0,18,18,0
65837,893,824,0,19,19,0
65838,893,819,0,20,20,0
65839,893,820,0,22,22,0
65840,893,823,0,21,21,0
65841,893,817,18,14,14,0
65842,893,3,116,6,6,2
65843,893,813,1,16,16,0
65844,893,807,19,13,13,0
65845,894,8,167,3,3,1
65846,894,4,195,2,2,2
65847,894,20,272,1,1,8
65848,894,13,89,7,7,0
65849,894,1,161,4,4,1
65850,894,17,130,5,5,0
65851,894,16,26,12,12,0
65852,894,814,36,10,10,0
65853,894,18,58,9,9,0
65854,894,154,72,8,8,0
65855,894,815,23,13,13,0
65856,894,818,13,15,15,0
65857,894,821,0,17,17,0
65858,894,822,0,18,18,0
65859,894,824,0,19,19,0
65860,894,819,0,20,20,0
65861,894,820,0,22,22,0
65862,894,823,0,21,21,0
65863,894,817,18,14,14,0
65864,894,3,122,6,6,2
65865,894,813,1,16,16,0
65866,894,807,31,11,11,0
65867,895,8,177,3,3,1
65868,895,4,207,2,2,2
65869,895,20,297,1,1,9
65870,895,13,90,7,7,0
65871,895,1,161,4,4,1
65872,895,17,148,5,5,0
65873,895,16,26,12,12,0
65874,895,814,36,11,11,0
65875,895,18,60,9,9,0
65876,895,154,87,8,8,0
65877,895,815,23,13,13,0
65878,895,818,13,15,15,0
65879,895,821,6,16,16,0
65880,895,822,0,18,18,0
65881,895,824,0,19,19,0
65882,895,819,0,20,20,0
65883,895,820,0,22,22,0
65884,895,823,0,21,21,0
65885,895,817,18,14,14,0
65886,895,3,126,6,6,2
65887,895,813,1,17,17,0
65888,895,807,39,10,10,0
65889,896,8,183,3,3,1
65890,896,4,207,2,2,2
65891,896,20,322,1,1,10
65892,896,13,102,8,8,0
65893,896,1,169,4,4,1
65894,896,17,148,5,5,0
65895,896,16,28,13,13,0
65896,896,814,40,10,10,0
65897,896,18,60,9,9,0
65898,896,154,102,7,7,0
65899,896,815,33,12,12,0
65900,896,818,13,15,15,0
65901,896,821,6,16,16,0
65902,896,822,0,18,18,0
65903,896,824,0,19,19,0
65904,896,819,0,20,20,0
65905,896,820,0,22,22,0
65906,896,823,0,21,21,0
65907,896,817,19,14,14,0
65908,896,3,144,6,6,2
65909,896,813,1,17,17,0
65910,896,807,39,11,11,0
65911,897,8,183,3,3,1
65912,897,4,217,2,2,2
65913,897,20,347,1,1,11
65914,897,13,106,8,8,0
65915,897,1,175,4,4,1
65916,897,17,166,5,5,0
65917,897,16,29,13,13,0
65918,897,814,48,10,10,0
65919,897,18,60,9,9,0
65920,897,154,114,7,7,0
65921,897,815,35,12,12,0
65922,897,818,13,15,15,0
65923,897,821,6,16,16,0
65924,897,822,0,18,18,0
65925,897,824,0,19,19,0
65926,897,819,0,20,20,0
65927,897,820,0,22,22,0
65928,897,823,0,21,21,0
65929,897,817,19,14,14,0
65930,897,3,159,6,6,2
65931,897,813,1,17,17,0
65932,897,807,39,11,11,0
65933,898,8,183,4,4,1
65934,898,4,227,2,2,2
65935,898,20,372,1,1,12
65936,898,13,106,8,8,0
65937,898,1,187,3,3,1
65938,898,17,181,5,5,0
65939,898,16,29,13,13,0
65940,898,814,48,10,10,0
65941,898,18,61,9,9,0
65942,898,154,132,7,7,0
65943,898,815,41,12,12,0
65944,898,818,13,15,15,0
65945,898,821,6,16,16,0
65946,898,822,4,17,17,0
65947,898,824,0,19,19,0
65948,898,819,0,20,20,0
65949,898,820,0,22,22,0
65950,898,823,0,21,21,0
65951,898,817,19,14,14,0
65952,898,3,161,6,6,2
65953,898,813,1,18,18,0
65954,898,807,47,11,11,0
65955,898,5,0,23,23,0
65956,899,8,183,5,5,1
65957,899,4,242,2,2,2
65958,899,20,397,1,1,13
65959,899,13,112,8,8,0
65960,899,1,189,4,4,1
65961,899,17,199,3,3,0
65962,899,16,29,13,13,0
65963,899,814,48,12,12,0
65964,899,18,73,9,9,0
65965,899,154,132,7,7,0
65966,899,815,49,11,11,0
65967,899,818,13,15,15,0
65968,899,821,6,16,16,0
65969,899,822,4,17,17,0
65970,899,824,0,19,19,0
65971,899,819,0,20,20,0
65972,899,820,0,23,23,0
65973,899,823,0,21,21,0
65974,899,817,20,14,14,0
65975,899,3,171,6,6,2
65976,899,813,1,18,18,0
65977,899,807,51,10,10,0
65978,899,5,0,22,22,0
66632,900,13,0,20,20,0
66630,900,20,0,18,18,0
66628,900,813,0,16,16,0
66626,900,824,0,14,14,0
66624,900,821,0,12,12,0
66614,900,825,18,2,2,0
66615,900,18,15,3,3,0
66616,900,4,12,4,4,0
66617,900,822,10,5,5,0
66618,900,807,8,6,6,0
66619,900,8,6,7,7,0
66633,900,155,0,21,21,0
66631,900,1,0,19,19,0
66629,900,828,0,17,17,0
66627,900,154,0,15,15,0
66625,900,820,0,13,13,0
66623,900,16,0,11,11,0
66622,900,815,1,10,10,0
66621,900,826,2,9,9,0
66620,900,818,4,8,8,0
66613,900,3,25,1,1,1
66634,900,817,0,22,22,0
66635,901,3,43,1,1,1
66636,901,825,20,5,5,0
66637,901,18,23,4,4,0
66638,901,4,24,3,3,0
66639,901,822,14,8,8,0
66640,901,807,18,6,6,0
66641,901,8,6,9,9,0
66642,901,818,4,11,11,0
66643,901,826,3,12,12,0
66644,901,815,1,13,13,0
66645,901,16,0,15,15,0
66646,901,821,0,16,16,0
66647,901,820,0,17,17,0
66648,901,824,0,20,20,0
66649,901,154,0,14,14,0
66650,901,813,0,21,21,0
66651,901,828,0,19,19,0
66652,901,20,15,7,7,0
66653,901,1,25,2,2,1
66654,901,13,6,10,10,0
66655,901,155,0,18,18,0
66656,901,817,0,22,22,0
66657,902,3,61,1,1,1
66658,902,825,20,7,7,0
66659,902,18,23,5,5,0
66660,902,4,26,4,4,0
66661,902,822,18,8,8,0
66662,902,807,28,3,3,0
66663,902,8,7,12,12,0
66664,902,818,4,13,13,0
66665,902,826,3,14,14,0
66666,902,815,16,9,9,0
66667,902,16,0,16,16,0
66668,902,821,0,17,17,0
66669,902,820,0,18,18,0
66670,902,824,0,22,22,0
66671,902,154,0,15,15,0
66672,902,813,0,20,20,0
66673,902,828,0,21,21,0
66674,902,20,23,6,6,0
66675,902,1,50,2,2,2
66676,902,13,12,11,11,0
66677,902,155,0,19,19,0
66678,902,817,12,10,10,0
66679,903,3,79,1,1,1
66680,903,825,20,9,9,0
66681,903,18,23,8,8,0
66682,903,4,41,3,3,0
66683,903,822,24,7,7,0
66684,903,807,36,4,4,0
66685,903,8,11,12,12,0
66686,903,818,4,13,13,0
66687,903,826,4,14,14,0
66688,903,815,18,10,10,0
66689,903,16,0,16,16,0
66690,903,821,0,17,17,0
66691,903,820,0,18,18,0
66692,903,824,0,22,22,0
66693,903,154,0,15,15,0
66694,903,813,0,20,20,0
66695,903,828,0,21,21,0
66696,903,20,33,5,5,0
66697,903,1,75,2,2,3
66698,903,13,12,11,11,0
66699,903,155,0,19,19,0
66700,903,817,24,6,6,0
66701,904,3,97,2,2,1
66702,904,825,20,9,9,0
66703,904,18,23,8,8,0
66704,904,4,49,3,3,0
66705,904,822,34,7,7,0
66706,904,807,37,6,6,0
66707,904,8,17,11,11,0
66708,904,818,4,14,14,0
66709,904,826,4,15,15,0
66710,904,815,20,10,10,0
66711,904,16,0,16,16,0
66712,904,821,0,17,17,0
66713,904,820,0,18,18,0
66714,904,824,0,22,22,0
66715,904,154,4,13,13,0
66716,904,813,0,20,20,0
66717,904,828,0,21,21,0
66718,904,20,45,4,4,0
66719,904,1,100,1,1,4
66720,904,13,12,12,12,0
66721,904,155,0,19,19,0
66722,904,817,39,5,5,0
66723,905,3,122,1,1,2
66724,905,825,21,9,9,0
66725,905,18,31,8,8,0
66726,905,4,61,3,3,0
66727,905,822,34,7,7,0
66728,905,807,47,5,5,0
66729,905,8,17,12,12,0
66730,905,818,4,14,14,0
66731,905,826,4,15,15,0
66732,905,815,20,10,10,0
66733,905,16,0,18,18,0
66734,905,821,0,19,19,0
66735,905,820,0,20,20,0
66736,905,824,2,16,16,0
66737,905,154,8,13,13,0
66738,905,813,0,22,22,0
66739,905,828,0,17,17,0
66740,905,20,45,6,6,0
66741,905,1,118,2,2,4
66742,905,13,18,11,11,0
66743,905,155,0,21,21,0
66744,905,817,54,4,4,0
66745,906,3,140,1,1,2
66746,906,825,23,9,9,0
66747,906,18,43,7,7,0
66748,906,4,69,4,4,0
66749,906,822,40,8,8,0
66750,906,807,57,6,6,0
66751,906,8,18,12,12,0
66752,906,818,8,14,14,0
66753,906,826,4,15,15,0
66754,906,815,20,10,10,0
66755,906,16,0,17,17,0
66756,906,821,0,19,19,0
66757,906,820,0,20,20,0
66758,906,824,2,16,16,0
66759,906,154,8,13,13,0
66760,906,813,0,22,22,0
66761,906,828,0,18,18,0
66762,906,20,60,5,5,0
66763,906,1,118,2,2,4
66764,906,13,18,11,11,0
66765,906,155,0,21,21,0
66766,906,817,79,3,3,1
66767,907,3,165,1,1,3
66768,907,825,29,10,10,0
66769,907,18,43,8,8,0
66770,907,4,79,4,4,0
66771,907,822,55,7,7,0
66772,907,807,59,6,6,0
66773,907,8,19,12,12,0
66774,907,818,8,14,14,0
66775,907,826,4,15,15,0
66776,907,815,28,11,11,0
66777,907,16,0,17,17,0
66778,907,821,0,20,20,0
66779,907,820,0,21,21,0
66780,907,824,2,16,16,0
66781,907,154,8,13,13,0
66782,907,813,0,19,19,0
66783,907,828,0,18,18,0
66784,907,20,60,5,5,0
66785,907,1,136,2,2,4
66786,907,13,30,9,9,0
66787,907,155,0,22,22,0
66788,907,817,83,3,3,1
66789,908,3,165,1,1,3
66790,908,825,35,9,9,0
66791,908,18,55,8,8,0
66792,908,4,87,4,4,0
66793,908,822,73,5,5,0
66794,908,807,63,7,7,0
66795,908,8,19,12,12,0
66796,908,818,9,13,13,0
66797,908,826,6,15,15,0
66798,908,815,28,11,11,0
66799,908,16,0,17,17,0
66800,908,821,0,20,20,0
66801,908,820,0,21,21,0
66802,908,824,2,16,16,0
66803,908,154,8,14,14,0
66804,908,813,0,19,19,0
66805,908,828,0,18,18,0
66806,908,20,70,6,6,0
66807,908,1,161,2,2,5
66808,908,13,30,10,10,0
66809,908,155,0,22,22,0
66810,908,817,98,3,3,1
66811,909,3,190,1,1,4
66812,909,825,37,9,9,0
66813,909,18,59,8,8,0
66814,909,4,97,4,4,0
66815,909,822,91,5,5,0
66816,909,807,69,7,7,0
66817,909,8,19,12,12,0
66818,909,818,9,13,13,0
66819,909,826,6,15,15,0
66820,909,815,29,11,11,0
66821,909,16,0,17,17,0
66822,909,821,0,20,20,0
66823,909,820,0,21,21,0
66824,909,824,2,16,16,0
66825,909,154,8,14,14,0
66826,909,813,0,19,19,0
66827,909,828,0,18,18,0
66828,909,20,82,6,6,0
66829,909,1,176,2,2,5
66830,909,13,30,10,10,0
66831,909,155,0,22,22,0
66832,909,817,106,3,3,1
66833,910,3,202,1,1,4
66834,910,825,37,10,10,0
66835,910,18,60,8,8,0
66836,910,4,115,4,4,0
66837,910,822,95,5,5,0
66838,910,807,69,7,7,0
66839,910,8,27,12,12,0
66840,910,818,11,13,13,0
66841,910,826,6,15,15,0
66842,910,815,29,11,11,0
66843,910,16,0,17,17,0
66844,910,821,0,20,20,0
66845,910,820,0,21,21,0
66846,910,824,2,16,16,0
66847,910,154,8,14,14,0
66848,910,813,0,19,19,0
66849,910,828,0,18,18,0
66850,910,20,88,6,6,0
66851,910,1,191,2,2,5
66852,910,13,40,9,9,0
66853,910,155,0,22,22,0
66854,910,817,131,3,3,2
66855,911,3,220,1,1,4
66856,911,825,37,11,11,0
66857,911,18,68,8,8,0
66858,911,4,121,4,4,0
66859,911,822,110,5,5,0
66860,911,807,70,7,7,0
66861,911,8,39,10,10,0
66862,911,818,11,13,13,0
66863,911,826,8,15,15,0
66864,911,815,33,12,12,0
66865,911,16,0,17,17,0
66866,911,821,0,20,20,0
66867,911,820,0,21,21,0
66868,911,824,2,16,16,0
66869,911,154,8,14,14,0
66870,911,813,0,19,19,0
66871,911,828,0,18,18,0
66872,911,20,98,6,6,0
66873,911,1,191,2,2,5
66874,911,13,40,9,9,0
66875,911,155,0,22,22,0
66876,911,817,156,3,3,3
66877,911,827,0,23,23,0
66878,912,3,238,1,1,4
66879,912,825,38,12,12,0
66880,912,18,72,7,7,0
66881,912,4,121,5,5,0
66882,912,822,122,4,4,0
66883,912,807,70,8,8,0
66884,912,8,41,10,10,0
66885,912,818,11,13,13,0
66886,912,826,8,15,15,0
66887,912,815,39,11,11,0
66888,912,16,0,17,17,0
66889,912,821,0,20,20,0
66890,912,820,0,21,21,0
66891,912,824,2,16,16,0
66892,912,154,8,14,14,0
66893,912,813,0,19,19,0
66894,912,828,0,18,18,0
66895,912,20,106,6,6,0
66896,912,1,216,2,2,6
66897,912,13,55,9,9,0
66898,912,155,0,22,22,0
66899,912,817,166,3,3,3
66900,912,827,0,23,23,0
66901,913,3,238,2,2,4
66902,913,825,39,12,12,0
66903,913,18,72,7,7,0
66904,913,4,133,4,4,0
66905,913,822,122,6,6,0
66906,913,807,72,8,8,0
66907,913,8,45,11,11,0
66908,913,818,19,13,13,0
66909,913,826,8,15,15,0
66910,913,815,45,10,10,0
66911,913,16,0,17,17,0
66912,913,821,0,20,20,0
66913,913,820,0,21,21,0
66914,913,824,2,16,16,0
66915,913,154,8,14,14,0
66916,913,813,0,19,19,0
66917,913,828,0,18,18,0
66918,913,20,124,5,5,0
66919,913,1,241,1,1,7
66920,913,13,65,9,9,0
66921,913,155,0,22,22,0
66922,913,817,181,3,3,3
66923,913,827,0,23,23,0
66924,914,3,256,2,2,4
66925,914,825,39,12,12,0
66926,914,18,82,7,7,0
66927,914,4,133,5,5,0
66928,914,822,130,6,6,0
66929,914,807,76,8,8,0
66930,914,8,45,11,11,0
66931,914,818,21,13,13,0
66932,914,826,8,15,15,0
66933,914,815,46,10,10,0
66934,914,16,0,17,17,0
66935,914,821,0,20,20,0
66936,914,820,0,21,21,0
66937,914,824,2,16,16,0
66938,914,154,8,14,14,0
66939,914,813,0,19,19,0
66940,914,828,0,18,18,0
66941,914,20,139,4,4,0
66942,914,1,266,1,1,8
66943,914,13,71,9,9,0
66944,914,155,0,22,22,0
66945,914,817,193,3,3,3
66946,914,827,0,23,23,0
66947,915,3,274,2,2,4
66948,915,825,49,10,10,0
66949,915,18,94,7,7,0
66950,915,4,141,6,6,0
66951,915,822,145,4,4,0
66952,915,807,76,8,8,0
66953,915,8,47,12,12,0
66954,915,818,21,13,13,0
66955,915,826,8,15,15,0
66956,915,815,47,11,11,0
66957,915,16,0,17,17,0
66958,915,821,0,20,20,0
66959,915,820,0,21,21,0
66960,915,824,2,16,16,0
66961,915,154,8,14,14,0
66962,915,813,0,19,19,0
66963,915,828,0,18,18,0
66964,915,20,143,5,5,0
66965,915,1,291,1,1,9
66966,915,13,71,9,9,0
66967,915,155,0,22,22,0
66968,915,817,199,3,3,3
66969,915,827,0,23,23,0
66970,916,3,292,2,2,4
66971,916,825,53,10,10,0
66972,916,18,94,7,7,0
66973,916,4,149,6,6,0
66974,916,822,155,4,4,0
66975,916,807,76,9,9,0
66976,916,8,47,12,12,0
66977,916,818,22,13,13,0
66978,916,826,8,15,15,0
66979,916,815,47,11,11,0
66980,916,16,0,18,18,0
66981,916,821,0,20,20,0
66982,916,820,0,21,21,0
66983,916,824,2,17,17,0
66984,916,154,8,14,14,0
66985,916,813,2,16,16,0
66986,916,828,0,19,19,0
66987,916,20,149,5,5,0
66988,916,1,316,1,1,10
66989,916,13,83,8,8,0
66990,916,155,0,22,22,0
66991,916,817,214,3,3,3
66992,916,827,0,23,23,0
66993,917,3,317,2,2,5
66994,917,825,55,10,10,0
66995,917,18,106,7,7,0
66996,917,4,157,5,5,0
66997,917,822,156,6,6,0
66998,917,807,80,9,9,0
66999,917,8,53,11,11,0
67000,917,818,22,13,13,0
67001,917,826,8,15,15,0
67002,917,815,47,12,12,0
67003,917,16,0,18,18,0
67004,917,821,0,20,20,0
67005,917,820,0,21,21,0
67006,917,824,2,17,17,0
67007,917,154,8,14,14,0
67008,917,813,2,16,16,0
67009,917,828,0,19,19,0
67010,917,20,159,4,4,0
67011,917,1,334,1,1,10
67012,917,13,98,8,8,0
67013,917,155,0,22,22,0
67014,917,817,214,3,3,3
67015,917,827,0,23,23,0
67016,918,3,317,2,2,5
67017,918,825,55,11,11,0
67018,918,18,126,8,8,0
67019,918,4,161,6,6,0
67020,918,822,186,4,4,0
67021,918,807,96,9,9,0
67022,918,8,55,12,12,0
67023,918,818,22,13,13,0
67024,918,826,8,15,15,0
67025,918,815,59,10,10,0
67026,918,16,0,18,18,0
67027,918,821,0,20,20,0
67028,918,820,0,21,21,0
67029,918,824,2,17,17,0
67030,918,154,8,14,14,0
67031,918,813,2,16,16,0
67032,918,828,0,19,19,0
67033,918,20,167,5,5,0
67034,918,1,384,1,1,11
67035,918,13,134,7,7,0
67036,918,155,0,22,22,0
67037,918,817,238,3,3,3
67038,918,827,0,24,24,0
67039,918,829,0,23,23,0
67201,926,822,0,18,18,0
67199,926,826,0,16,16,0
67197,926,154,0,14,14,0
67195,926,8,0,12,12,0
67200,926,825,0,17,17,0
67198,926,813,0,15,15,0
67196,926,830,0,13,13,0
67194,926,18,0,11,11,0
67193,926,815,1,10,10,0
