driverStandingsId,raceId,driverId,points,position,positionText,wins
67192,926,832,2,9,9,0
67191,926,828,4,8,8,0
67190,926,807,6,7,7,0
67189,926,817,8,6,6,0
67188,926,831,10,5,5,0
67187,926,13,12,4,4,0
67186,926,20,15,3,3,0
67185,926,3,18,2,2,0
67184,926,1,25,1,1,1
67058,927,1,43,1,1,1
67059,927,3,33,3,3,0
67060,927,20,40,2,2,1
67061,927,13,20,4,4,0
67062,927,831,10,6,6,0
67063,927,817,9,8,8,0
67064,927,807,6,9,9,0
67065,927,828,4,12,12,0
67066,927,832,6,11,11,0
67067,927,815,1,14,14,0
67068,927,18,0,16,16,0
67069,927,8,12,5,5,0
67070,927,830,6,10,10,0
67071,927,154,0,15,15,0
67072,927,813,0,18,18,0
67073,927,826,2,13,13,0
67074,927,825,0,19,19,0
67075,927,822,10,7,7,0
67076,927,833,0,17,17,0
67077,927,4,0,20,20,0
67078,927,829,0,21,21,0
67079,928,1,68,1,1,2
67080,928,3,51,3,3,0
67081,928,20,55,2,2,1
67082,928,13,30,4,4,0
67083,928,831,14,7,7,0
67084,928,817,11,8,8,0
67085,928,807,6,10,10,0
67086,928,828,5,13,13,0
67087,928,832,6,12,12,0
67088,928,815,1,15,15,0
67089,928,18,0,16,16,0
67090,928,8,24,5,5,0
67091,928,830,6,11,11,0
67092,928,154,6,9,9,0
67093,928,813,0,20,20,0
67094,928,826,2,14,14,0
67095,928,825,0,21,21,0
67096,928,822,18,6,6,0
67097,928,833,0,18,18,0
67098,928,4,0,17,17,0
67099,928,829,0,19,19,0
67100,929,1,93,1,1,3
67101,929,3,66,2,2,0
67102,929,20,65,3,3,1
67103,929,13,31,5,5,0
67104,929,831,14,8,8,0
67105,929,817,19,7,7,0
67106,929,807,6,10,10,0
67107,929,828,5,14,14,0
67108,929,832,6,12,12,0
67109,929,815,5,13,13,0
67110,929,18,0,17,17,0
67111,929,8,42,4,4,0
67112,929,830,6,11,11,0
67113,929,154,12,9,9,0
67114,929,813,0,20,20,0
67115,929,826,4,15,15,0
67116,929,825,0,21,21,0
67117,929,822,30,6,6,0
67118,929,833,0,18,18,0
67119,929,4,0,16,16,0
67120,929,829,0,19,19,0
67121,930,1,111,1,1,3
67122,930,3,91,2,2,1
67123,930,20,80,3,3,1
67124,930,13,39,6,6,0
67125,930,831,14,9,9,0
67126,930,817,25,7,7,0
67127,930,807,6,12,12,0
67128,930,828,5,14,14,0
67129,930,832,8,10,10,0
67130,930,815,5,13,13,0
67131,930,18,0,17,17,0
67132,930,8,52,4,4,0
67133,930,830,6,11,11,0
67134,930,154,16,8,8,0
67135,930,813,0,20,20,0
67136,930,826,5,15,15,0
67137,930,825,0,21,21,0
67138,930,822,42,5,5,0
67139,930,833,0,18,18,0
67140,930,4,0,16,16,0
67141,930,829,0,19,19,0
67142,931,1,126,1,1,3
67143,931,3,116,2,2,2
67144,931,20,98,3,3,1
67145,931,13,39,6,6,0
67146,931,831,16,9,9,0
67147,931,817,35,7,7,0
67148,931,807,6,13,13,0
67149,931,828,5,15,15,0
67150,931,832,9,12,12,0
67151,931,815,11,11,11,0
67152,931,18,4,16,16,0
67153,931,8,60,4,4,0
67154,931,830,6,14,14,0
67155,931,154,16,10,10,0
67156,931,813,0,20,20,0
67157,931,826,17,8,8,0
67158,931,825,0,21,21,0
67159,931,822,42,5,5,0
67160,931,833,0,18,18,0
67161,931,4,0,17,17,0
67162,931,829,0,19,19,0
67163,932,1,151,1,1,4
67164,932,3,134,2,2,2
67165,932,20,108,3,3,1
67166,932,13,47,6,6,0
67167,932,831,16,10,10,0
67168,932,817,35,7,7,0
67169,932,807,10,12,12,0
67170,932,828,5,16,16,0
67171,932,832,9,13,13,0
67172,932,815,11,11,11,0
67173,932,18,4,17,17,0
67174,932,8,72,4,4,0
67175,932,830,6,14,14,0
67176,932,154,17,9,9,0
67177,932,813,6,15,15,0
67178,932,826,19,8,8,0
67179,932,825,0,21,21,0
67180,932,822,57,5,5,0
67181,932,833,0,19,19,0
67182,932,4,0,18,18,0
67183,932,829,0,20,20,0
67203,933,3,159,2,2,3
67202,933,1,169,1,1,4
67204,933,20,120,3,3,1
67205,933,13,62,6,6,0
67206,933,831,16,11,11,0
67207,933,817,36,7,7,0
67208,933,807,18,9,9,0
67209,933,828,5,16,16,0
67210,933,832,9,15,15,0
67211,933,815,13,12,12,0
67212,933,18,4,17,17,0
67213,933,8,72,4,4,0
67214,933,830,10,14,14,0
67215,933,154,17,10,10,0
67216,933,813,12,13,13,0
67217,933,826,19,8,8,0
67218,933,825,0,21,21,0
67219,933,822,67,5,5,0
67220,933,833,0,19,19,0
67221,933,4,0,18,18,0
67222,933,829,0,20,20,0
67223,934,1,194,1,1,5
67224,934,3,177,2,2,3
67225,934,20,135,3,3,1
67226,934,13,74,6,6,0
67227,934,831,16,11,11,0
67228,934,817,36,7,7,0
67229,934,807,24,9,9,0
67230,934,828,5,16,16,0
67231,934,832,9,15,15,0
67232,934,815,15,12,12,0
67233,934,18,4,17,17,0
67234,934,8,76,5,5,0
67235,934,830,10,14,14,0
67236,934,154,17,10,10,0
67237,934,813,12,13,13,0
67238,934,826,27,8,8,0
67239,934,825,0,21,21,0
67240,934,822,77,4,4,0
67241,934,833,0,19,19,0
67242,934,4,1,18,18,0
67243,934,829,0,20,20,0
67244,936,1,202,1,1,5
67245,936,3,181,2,2,3
67246,936,20,160,3,3,2
67247,936,13,74,6,6,0
67248,936,831,16,12,12,0
67249,936,817,51,7,7,0
67250,936,807,24,9,9,0
67251,936,828,6,18,18,0
67252,936,832,9,16,16,0
67253,936,815,15,13,13,0
67254,936,18,6,17,17,0
67255,936,8,76,5,5,0
67256,936,830,22,11,11,0
67257,936,154,23,10,10,0
67258,936,813,12,14,14,0
67259,936,826,45,8,8,0
67260,936,825,0,21,21,0
67261,936,822,77,4,4,0
67262,936,833,0,19,19,0
67263,936,4,11,15,15,0
67264,936,829,0,20,20,0
67265,937,1,227,1,1,6
67266,937,3,199,2,2,3
67267,937,20,160,3,3,2
67268,937,13,82,5,5,0
67269,937,831,16,13,13,0
67270,937,817,51,8,8,0
67271,937,807,24,12,12,0
67272,937,828,7,17,17,0
67273,937,832,9,16,16,0
67274,937,815,25,11,11,0
67275,937,18,6,18,18,0
67276,937,8,82,4,4,0
67277,937,830,26,10,10,0
67278,937,154,38,9,9,0
67279,937,813,12,14,14,0
67280,937,826,57,7,7,0
67281,937,825,0,21,21,0
67282,937,822,79,6,6,0
67283,937,833,0,19,19,0
67284,937,4,11,15,15,0
67285,937,829,0,20,20,0
67286,938,1,252,1,1,7
67287,938,3,199,2,2,3
67288,938,20,178,3,3,2
67289,938,13,97,4,4,0
67290,938,831,16,13,13,0
67291,938,817,55,8,8,0
67292,938,807,30,11,11,0
67293,938,828,9,17,17,0
67294,938,832,9,16,16,0
67295,938,815,33,10,10,0
67296,938,18,6,18,18,0
67297,938,8,92,5,5,0
67298,938,830,26,12,12,0
67299,938,154,38,9,9,0
67300,938,813,12,14,14,0
67301,938,826,58,7,7,0
67302,938,825,0,21,21,0
67303,938,822,91,6,6,0
67304,938,833,0,19,19,0
67305,938,4,11,15,15,0
67306,938,829,0,20,20,0
67307,939,1,252,1,1,7
67308,939,3,211,2,2,3
67309,939,20,203,3,3,3
67310,939,13,97,6,6,0
67311,939,831,17,13,13,0
67312,939,817,73,7,7,0
67313,939,807,30,12,12,0
67314,939,828,9,17,17,0
67315,939,832,11,16,16,0
67316,939,815,39,9,9,0
67317,939,18,6,18,18,0
67318,939,8,107,4,4,0
67319,939,830,30,11,11,0
67320,939,154,38,10,10,0
67321,939,813,12,14,14,0
67322,939,826,66,8,8,0
67323,939,825,0,22,22,0
67324,939,822,101,5,5,0
67325,939,833,0,19,19,0
67326,939,4,11,15,15,0
67327,939,829,0,20,20,0
67328,939,834,0,21,21,0
67372,940,834,0,21,21,0
67371,940,829,0,20,20,0
67370,940,4,11,16,16,0
67368,940,822,111,5,5,0
67366,940,826,66,8,8,0
67365,940,813,16,14,14,0
67364,940,154,44,9,9,0
67363,940,830,32,12,12,0
67359,940,832,12,15,15,0
67358,940,828,9,17,17,0
67355,940,831,17,13,13,0
67352,940,3,229,2,2,3
67367,940,825,0,22,22,0
67357,940,807,38,11,11,0
67360,940,815,39,10,10,0
67361,940,18,6,18,18,0
67362,940,8,119,4,4,0
67354,940,13,97,6,6,0
67369,940,833,0,19,19,0
67356,940,817,73,7,7,0
67353,940,20,218,3,3,3
67351,940,1,277,1,1,8
67526,941,834,0,21,21,0
67521,941,825,0,22,22,0
67522,941,822,111,5,5,0
67525,941,829,0,20,20,0
67524,941,4,11,16,16,0
67523,941,833,0,19,19,0
67520,941,826,76,7,7,0
67519,941,813,22,14,14,0
67518,941,154,44,10,10,0
67517,941,830,33,12,12,0
67516,941,8,123,4,4,0
67515,941,18,8,18,18,0
67514,941,815,54,9,9,0
67513,941,832,12,15,15,0
67512,941,828,9,17,17,0
67511,941,807,38,11,11,0
67510,941,817,73,8,8,0
67509,941,831,25,13,13,0
67508,941,13,109,6,6,0
67507,941,20,236,2,2,3
67506,941,3,229,3,3,3
67505,941,1,302,1,1,9
67440,942,3,247,3,3,3
67443,942,831,27,13,13,0
67442,942,13,109,6,6,0
67441,942,20,251,2,2,3
67439,942,1,327,1,1,10
67444,942,817,74,8,8,0
67445,942,807,38,12,12,0
67446,942,828,9,18,18,0
67447,942,832,18,15,15,0
67448,942,815,64,9,9,0
67449,942,18,16,16,16,0
67450,942,8,123,4,4,0
67451,942,830,45,10,10,0
67452,942,154,44,11,11,0
67453,942,813,26,14,14,0
67454,942,826,76,7,7,0
67455,942,825,0,22,22,0
67456,942,822,111,5,5,0
67457,942,833,0,19,19,0
67458,942,4,11,17,17,0
67459,942,829,0,21,21,0
67460,942,834,0,20,20,0
67461,943,1,345,1,1,10
67462,943,3,272,2,2,4
67463,943,20,251,3,3,3
67464,943,13,117,6,6,0
67465,943,831,27,13,13,0
67466,943,817,84,8,8,0
67467,943,807,44,12,12,0
67468,943,828,9,18,18,0
67469,943,832,18,15,15,0
67470,943,815,68,9,9,0
67471,943,18,16,16,16,0
67472,943,8,123,5,5,0
67473,943,830,47,10,10,0
67474,943,154,45,11,11,0
67475,943,813,26,14,14,0
67476,943,826,88,7,7,0
67477,943,825,0,22,22,0
67478,943,822,126,4,4,0
67479,943,833,0,19,19,0
67480,943,4,11,17,17,0
67481,943,829,0,21,21,0
67482,943,834,0,20,20,0
67483,944,1,363,1,1,10
67484,944,3,297,2,2,5
67485,944,20,266,3,3,3
67486,944,13,117,6,6,0
67487,944,831,27,13,13,0
67488,944,817,84,8,8,0
67489,944,807,52,10,10,0
67490,944,828,9,18,18,0
67491,944,832,18,15,15,0
67492,944,815,68,9,9,0
67493,944,18,16,16,16,0
67494,944,8,135,5,5,0
67495,944,830,49,12,12,0
67496,944,154,49,11,11,0
67497,944,813,27,14,14,0
67498,944,826,94,7,7,0
67499,944,825,0,22,22,0
67500,944,822,136,4,4,0
67501,944,833,0,19,19,0
67502,944,4,11,17,17,0
67503,944,829,0,21,21,0
67504,944,834,0,20,20,0
67527,945,1,381,1,1,10
67528,945,3,322,2,2,6
67529,945,20,278,3,3,3
67530,945,13,121,6,6,0
67531,945,831,27,13,13,0
67532,945,817,92,8,8,0
67533,945,807,58,10,10,0
67534,945,828,9,18,18,0
67535,945,832,18,15,15,0
67536,945,815,78,9,9,0
67537,945,18,16,16,16,0
67538,945,8,150,4,4,0
67539,945,830,49,12,12,0
67540,945,154,51,11,11,0
67541,945,813,27,14,14,0
67542,945,826,95,7,7,0
67543,945,825,0,22,22,0
67544,945,822,136,5,5,0
67545,945,833,0,19,19,0
67546,945,4,11,17,17,0
67547,945,829,0,21,21,0
67548,945,834,0,20,20,0
68106,948,4,0,21,21,0
68102,948,828,0,17,17,0
68100,948,831,0,15,15,0
68098,948,815,0,13,13,0
68096,948,835,0,11,11,0
68086,948,3,25,1,1,1
68104,948,837,0,19,19,0
68107,948,826,0,22,22,0
68105,948,821,0,20,20,0
68103,948,8,0,18,18,0
68101,948,836,0,16,16,0
68099,948,18,0,14,14,0
68097,948,825,0,12,12,0
68095,948,830,1,10,10,0
68094,948,832,2,9,9,0
68093,948,822,4,8,8,0
68092,948,807,6,7,7,0
68091,948,154,8,6,6,0
68090,948,13,10,5,5,0
68089,948,817,12,4,4,0
68088,948,20,15,3,3,0
68087,948,1,18,2,2,0
67571,949,3,50,1,1,2
67572,949,1,33,2,2,0
67573,949,20,15,6,6,0
67574,949,817,24,3,3,0
67575,949,13,14,7,7,0
67576,949,154,18,5,5,0
67577,949,807,6,9,9,0
67578,949,822,6,11,11,0
67579,949,832,2,12,12,0
67580,949,830,9,8,8,0
67581,949,835,0,15,15,0
67582,949,825,0,14,14,0
67583,949,815,0,17,17,0
67584,949,18,0,20,20,0
67585,949,831,0,19,19,0
67586,949,836,0,18,18,0
67587,949,828,0,16,16,0
67588,949,8,18,4,4,0
67589,949,837,0,21,21,0
67590,949,821,0,22,22,0
67591,949,4,0,23,23,0
67592,949,826,6,10,10,0
67593,949,838,1,13,13,0
67594,950,3,75,1,1,3
67595,950,1,39,2,2,0
67596,950,20,33,4,4,0
67597,950,817,36,3,3,0
67598,950,13,22,6,6,0
67599,950,154,18,8,8,0
67600,950,807,6,11,11,0
67601,950,822,7,10,10,0
67602,950,832,4,12,12,0
67603,950,830,13,9,9,0
67604,950,835,0,16,16,0
67605,950,825,0,14,14,0
67606,950,815,0,15,15,0
67607,950,18,0,19,19,0
67608,950,831,0,21,21,0
67609,950,836,0,20,20,0
67610,950,828,0,17,17,0
67611,950,8,28,5,5,0
67612,950,837,0,23,23,0
67613,950,821,0,22,22,0
67614,950,4,0,18,18,0
67615,950,826,21,7,7,0
67616,950,838,1,13,13,0
67617,951,3,100,1,1,4
67618,951,1,57,2,2,0
67619,951,20,33,5,5,0
67620,951,817,36,4,4,0
67621,951,13,32,6,6,0
67622,951,154,22,7,7,0
67623,951,807,6,13,13,0
67624,951,822,19,9,9,0
67625,951,832,4,14,14,0
67626,951,830,13,10,10,0
67627,951,835,0,18,18,0
67628,951,825,6,12,12,0
67629,951,815,2,15,15,0
67630,951,18,1,16,16,0
67631,951,831,0,21,21,0
67632,951,836,0,20,20,0
67633,951,828,0,19,19,0
67634,951,8,43,3,3,0
67635,951,837,0,23,23,0
67636,951,821,0,22,22,0
67637,951,4,8,11,11,0
67638,951,826,21,8,8,0
67639,951,838,1,17,17,0
67640,952,3,100,1,1,4
67641,952,1,57,3,3,0
67642,952,20,48,4,4,0
67643,952,817,48,5,5,0
67644,952,13,36,7,7,0
67645,952,154,22,10,10,0
67646,952,807,6,15,15,0
67647,952,822,29,8,8,0
67648,952,832,12,11,11,0
67649,952,830,38,6,6,1
67650,952,835,0,18,18,0
67651,952,825,6,14,14,0
67652,952,815,8,13,13,0
67653,952,18,3,16,16,0
67654,952,831,0,22,22,0
67655,952,836,0,21,21,0
67656,952,828,0,20,20,0
67657,952,8,61,2,2,0
67658,952,837,0,23,23,0
67659,952,821,0,19,19,0
67660,952,4,8,12,12,0
67661,952,826,22,9,9,0
67662,952,838,1,17,17,0
67663,953,3,106,1,1,4
67664,953,1,82,2,2,1
67665,953,20,60,5,5,0
67666,953,817,66,3,3,0
67667,953,13,37,7,7,0
67668,953,154,22,11,11,0
67669,953,807,14,14,14,0
67670,953,822,29,8,8,0
67671,953,832,16,13,13,0
67672,953,830,38,6,6,1
67673,953,835,0,19,19,0
67674,953,825,6,15,15,0
67675,953,815,23,9,9,0
67676,953,18,5,16,16,0
67677,953,831,0,22,22,0
67678,953,836,0,21,21,0
67679,953,828,0,20,20,0
67680,953,8,61,4,4,0
67681,953,837,0,23,23,0
67682,953,821,0,18,18,0
67683,953,4,18,12,12,0
67684,953,826,22,10,10,0
67685,953,838,1,17,17,0
67686,954,3,116,1,1,4
67687,954,1,107,2,2,2
67688,954,20,78,3,3,0
67689,954,817,72,4,4,0
67690,954,13,37,8,8,0
67691,954,154,22,11,11,0
67692,954,807,18,13,13,0
67693,954,822,44,7,7,0
67694,954,832,18,14,14,0
67695,954,830,50,6,6,1
67696,954,835,0,19,19,0
67697,954,825,6,15,15,0
67698,954,815,24,9,9,0
67699,954,18,5,16,16,0
67700,954,831,0,22,22,0
67701,954,836,0,21,21,0
67702,954,828,0,20,20,0
67703,954,8,69,5,5,0
67704,954,837,0,23,23,0
67705,954,821,0,18,18,0
67706,954,4,18,12,12,0
67707,954,826,22,10,10,0
67708,954,838,1,17,17,0
67732,955,1,117,2,2,2
67731,955,3,141,1,1,5
67733,955,20,96,3,3,0
67734,955,817,78,5,5,0
67735,955,13,38,9,9,0
67736,955,154,22,11,11,0
67737,955,807,20,12,12,0
67738,955,822,52,7,7,0
67739,955,832,18,14,14,0
67740,955,830,54,6,6,1
67741,955,835,0,19,19,0
67742,955,825,6,15,15,0
67743,955,815,39,8,8,0
67744,955,18,5,16,16,0
67745,955,831,0,21,21,0
67746,955,836,0,22,22,0
67747,955,828,0,20,20,0
67748,955,8,81,4,4,0
67749,955,837,0,23,23,0
67750,955,821,0,18,18,0
67751,955,4,18,13,13,0
67752,955,826,22,10,10,0
67753,955,838,1,17,17,0
67754,956,3,153,1,1,5
67755,956,1,142,2,2,3
67756,956,20,96,3,3,0
67757,956,817,88,5,5,0
67758,956,13,38,9,9,0
67759,956,154,28,10,10,0
67760,956,807,20,13,13,0
67761,956,822,54,7,7,0
67762,956,832,22,12,12,0
67763,956,830,72,6,6,1
67764,956,835,0,20,20,0
67765,956,825,6,16,16,0
67766,956,815,39,8,8,0
67767,956,18,13,15,15,0
67768,956,831,0,22,22,0
67769,956,836,1,17,17,0
67770,956,828,0,21,21,0
67771,956,8,96,4,4,0
67772,956,837,0,23,23,0
67773,956,821,0,19,19,0
67774,956,4,18,14,14,0
67775,956,826,22,11,11,0
67776,956,838,1,18,18,0
67777,957,3,168,1,1,5
67778,957,1,167,2,2,4
67779,957,20,98,5,5,0
67780,957,817,100,4,4,0
67781,957,13,38,9,9,0
67782,957,154,28,10,10,0
67783,957,807,26,11,11,0
67784,957,822,54,7,7,0
67785,957,832,26,12,12,0
67786,957,830,90,6,6,1
67787,957,835,0,20,20,0
67788,957,825,6,16,16,0
67789,957,815,47,8,8,0
67790,957,18,13,15,15,0
67791,957,831,0,22,22,0
67792,957,836,1,17,17,0
67793,957,828,0,21,21,0
67794,957,8,106,3,3,0
67795,957,837,0,23,23,0
67796,957,821,0,19,19,0
67797,957,4,18,14,14,0
67798,957,826,23,13,13,0
67799,957,838,1,18,18,0
67800,958,3,186,2,2,5
67801,958,1,192,1,1,5
67802,958,20,110,5,5,0
67803,958,817,115,3,3,0
67804,958,13,38,9,9,0
67805,958,154,28,11,11,0
67806,958,807,27,12,12,0
67807,958,822,56,7,7,0
67808,958,832,30,10,10,0
67809,958,830,100,6,6,1
67810,958,835,0,20,20,0
67811,958,825,6,16,16,0
67812,958,815,47,8,8,0
67813,958,18,13,15,15,0
67814,958,831,0,22,22,0
67815,958,836,1,17,17,0
67816,958,828,0,21,21,0
67817,958,8,114,4,4,0
67818,958,837,0,23,23,0
67819,958,821,0,19,19,0
67820,958,4,24,13,13,0
67821,958,826,23,14,14,0
67822,958,838,1,18,18,0
67823,959,3,198,2,2,5
67824,959,1,217,1,1,6
67825,959,20,120,5,5,0
67826,959,817,133,3,3,0
67827,959,13,38,9,9,0
67828,959,154,28,12,12,0
67829,959,807,33,10,10,0
67830,959,822,58,7,7,0
67831,959,832,30,11,11,0
67832,959,830,115,6,6,1
67833,959,835,0,20,20,0
67834,959,825,6,16,16,0
67835,959,815,48,8,8,0
67836,959,18,17,15,15,0
67837,959,831,0,22,22,0
67838,959,836,1,17,17,0
67839,959,828,0,21,21,0
67840,959,8,122,4,4,0
67841,959,837,0,23,23,0
67842,959,821,0,19,19,0
67843,959,4,24,13,13,0
67844,959,826,23,14,14,0
67845,959,838,1,18,18,0
67846,960,3,223,2,2,6
67847,960,1,232,1,1,6
67848,960,20,128,4,4,0
